full_text,case_folding,tokens,normalized,stopword_removal,stemming
Seiring berjalannya waktu market crypto amp Bitcoin akan detach kayanya dlu pernah ngomong ini waktu space bareng coinvestasi Bitcoin punya conference nya sendiri Punya market nya sendiri Punya regulasi nya sendiri Punya prophet nya sendiri Tapi tetep ada irisannya di web,seiring berjalannya waktu market crypto amp bitcoin akan detach kayanya dlu pernah ngomong ini waktu space bareng coinvestasi bitcoin punya conference nya sendiri punya market nya sendiri punya regulasi nya sendiri punya prophet nya sendiri tapi tetep ada irisannya di web,"['seiring', 'berjalannya', 'waktu', 'market', 'crypto', 'amp', 'bitcoin', 'akan', 'detach', 'kayanya', 'dlu', 'pernah', 'ngomong', 'ini', 'waktu', 'space', 'bareng', 'coinvestasi', 'bitcoin', 'punya', 'conference', 'nya', 'sendiri', 'punya', 'market', 'nya', 'sendiri', 'punya', 'regulasi', 'nya', 'sendiri', 'punya', 'prophet', 'nya', 'sendiri', 'tapi', 'tetep', 'ada', 'irisannya', 'di', 'web']","['seiring', 'berjalannya', 'waktu', 'market', 'crypto', 'amp', 'bitcoin', 'akan', 'detach', 'kayanya', 'dulu', 'pernah', 'mengomong', 'ini', 'waktu', 'space', 'bareng', 'coinvestasi', 'bitcoin', 'punya', 'conference', 'nya', 'sendiri', 'punya', 'market', 'nya', 'sendiri', 'punya', 'regulasi', 'nya', 'sendiri', 'punya', 'prophet', 'nya', 'sendiri', 'tapi', 'tetap', 'ada', 'irisannya', 'di', 'web']","['seiring', 'berjalannya', 'market', 'crypto', 'amp', 'bitcoin', 'detach', 'kayanya', 'mengomong', 'space', 'bareng', 'coinvestasi', 'bitcoin', 'conference', 'nya', 'market', 'nya', 'regulasi', 'nya', 'prophet', 'nya', 'irisannya', 'web']","['iring', 'jalan', 'market', 'crypto', 'amp', 'bitcoin', 'detach', 'kaya', 'omong', 'space', 'bareng', 'coinvestasi', 'bitcoin', 'conference', 'nya', 'market', 'nya', 'regulasi', 'nya', 'prophet', 'nya', 'iris', 'web']"
OPENCOIN TPsjXxbHtZ akfYrw uQAH aveixQRpvFZddndgGhoQ XRP,opencoin tpsjxxbhtz akfyrw uqah aveixqrpvfzddndgghoq xrp,"['opencoin', 'tpsjxxbhtz', 'akfyrw', 'uqah', 'aveixqrpvfzddndgghoq', 'xrp']","['opencoin', 'tpsjxxbhtz', 'akfyrw', 'uqah', 'aveixqrpvfzddndgghoq', 'xrp']","['opencoin', 'tpsjxxbhtz', 'akfyrw', 'uqah', 'aveixqrpvfzddndgghoq', 'xrp']","['opencoin', 'tpsjxxbhtz', 'akfyrw', 'uqah', 'aveixqrpvfzddndgghoq', 'xrp']"
Pengumuman pengumuman Harga Bitcoin hari ini adalah Rp Miliar loh Yuk cek pergerakan Bitcoin sekarang di,pengumuman pengumuman harga bitcoin hari ini adalah rp miliar loh yuk cek pergerakan bitcoin sekarang di,"['pengumuman', 'pengumuman', 'harga', 'bitcoin', 'hari', 'ini', 'adalah', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'pergerakan', 'bitcoin', 'sekarang', 'di']","['pengumuman', 'pengumuman', 'harga', 'bitcoin', 'hari', 'ini', 'adalah', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'pergerakan', 'bitcoin', 'sekarang', 'di']","['pengumuman', 'pengumuman', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'pergerakan', 'bitcoin']","['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']"
misskanzaki kurokiryunui fufu himeru is investing in bitcoin,misskanzaki kurokiryunui fufu himeru is investing in bitcoin,"['misskanzaki', 'kurokiryunui', 'fufu', 'himeru', 'is', 'investing', 'in', 'bitcoin']","['misskanzaki', 'kurokiryunui', 'fufu', 'himeru', 'is', 'investing', 'ini', 'bitcoin']","['misskanzaki', 'kurokiryunui', 'fufu', 'himeru', 'investing', 'bitcoin']","['misskanzaki', 'kurokiryunui', 'fufu', 'himeru', 'investing', 'bitcoin']"
Akwai rade radin kasar saudiya ta zata siya Me kuke tunani idan ya zama gaskiya,akwai rade radin kasar saudiya ta zata siya me kuke tunani idan ya zama gaskiya,"['akwai', 'rade', 'radin', 'kasar', 'saudiya', 'ta', 'zata', 'siya', 'me', 'kuke', 'tunani', 'idan', 'ya', 'zama', 'gaskiya']","['akwai', 'rade', 'radin', 'kasar', 'saudiya', 'ta', 'zata', 'siya', 'me', 'kuke', 'tunani', 'idan', 'ya', 'zaman', 'gaskiya']","['akwai', 'rade', 'radin', 'kasar', 'saudiya', 'ta', 'zata', 'siya', 'kuke', 'tunani', 'idan', 'ya', 'zaman', 'gaskiya']","['akwai', 'rade', 'radin', 'kasar', 'saudiya', 'ta', 'zata', 'siya', 'kuke', 'tunan', 'idan', 'ya', 'zaman', 'gaskiya']"
Takibetakip,takibetakip,['takibetakip'],['takibetakip'],['takibetakip'],['takibetakip']
Coba SEBUTIN CAGUB KADER PDIP mana ajah yg MENANG di Provinsi Saya kasih BITCOIN kalo Bisa,coba sebutin cagub kader pdip mana ajah yg menang di provinsi saya kasih bitcoin kalo bisa,"['coba', 'sebutin', 'cagub', 'kader', 'pdip', 'mana', 'ajah', 'yg', 'menang', 'di', 'provinsi', 'saya', 'kasih', 'bitcoin', 'kalo', 'bisa']","['coba', 'sebutin', 'cagub', 'kader', 'pdip', 'mana', 'saja', 'yang', 'menang', 'di', 'provinsi', 'saya', 'kasih', 'bitcoin', 'kalau', 'bisa']","['coba', 'sebutin', 'cagub', 'kader', 'pdip', 'menang', 'provinsi', 'kasih', 'bitcoin']","['coba', 'sebutin', 'cagub', 'kader', 'pdip', 'menang', 'provinsi', 'kasih', 'bitcoin']"
BPS Digital art KAS,bps digital art kas,"['bps', 'digital', 'art', 'kas']","['bps', 'digital', 'art', 'kas']","['bps', 'digital', 'art', 'kas']","['bps', 'digital', 'art', 'kas']"
m racleishere Jika begitu banyak yg telah dibuat dan mengklaim melakukan sesuatu yg lebih baik daripada btc Lalu mengapa btc masih nomor satu is the King dan mendominasi market Ada ribuan shitcoin yg dibuat setiap hari tapi hanya ada satu Bitcoin Unik paling aman dan langka,m racleishere jika begitu banyak yg telah dibuat dan mengklaim melakukan sesuatu yg lebih baik daripada btc lalu mengapa btc masih nomor satu is the king dan mendominasi market ada ribuan shitcoin yg dibuat setiap hari tapi hanya ada satu bitcoin unik paling aman dan langka,"['m', 'racleishere', 'jika', 'begitu', 'banyak', 'yg', 'telah', 'dibuat', 'dan', 'mengklaim', 'melakukan', 'sesuatu', 'yg', 'lebih', 'baik', 'daripada', 'btc', 'lalu', 'mengapa', 'btc', 'masih', 'nomor', 'satu', 'is', 'the', 'king', 'dan', 'mendominasi', 'market', 'ada', 'ribuan', 'shitcoin', 'yg', 'dibuat', 'setiap', 'hari', 'tapi', 'hanya', 'ada', 'satu', 'bitcoin', 'unik', 'paling', 'aman', 'dan', 'langka']","['sama', 'racleishere', 'jika', 'begitu', 'banyak', 'yang', 'telah', 'dibuat', 'dan', 'mengklaim', 'melakukan', 'sesuatu', 'yang', 'lebih', 'baik', 'daripada', 'btc', 'lalu', 'mengapa', 'btc', 'masih', 'nomor', 'satu', 'is', 'the', 'king', 'dan', 'mendominasi', 'market', 'ada', 'ribuan', 'shitcoin', 'yang', 'dibuat', 'setiap', 'hari', 'tapi', 'hanya', 'ada', 'satu', 'bitcoin', 'unik', 'paling', 'aman', 'dan', 'langka']","['racleishere', 'mengklaim', 'btc', 'btc', 'nomor', 'king', 'mendominasi', 'market', 'ribuan', 'shitcoin', 'bitcoin', 'unik', 'aman', 'langka']","['racleishere', 'klaim', 'btc', 'btc', 'nomor', 'king', 'dominasi', 'market', 'ribu', 'shitcoin', 'bitcoin', 'unik', 'aman', 'langka']"
Fascist is not rascm,fascist is not rascm,"['fascist', 'is', 'not', 'rascm']","['fascist', 'is', 'not', 'rascm']","['fascist', 'rascm']","['fascist', 'rascm']"
Ketika menfes yang biasanya bahas mulai bahas bitcoin apakah Top signal,ketika menfes yang biasanya bahas mulai bahas bitcoin apakah top signal,"['ketika', 'menfes', 'yang', 'biasanya', 'bahas', 'mulai', 'bahas', 'bitcoin', 'apakah', 'top', 'signal']","['ketika', 'menfes', 'yang', 'biasanya', 'bahas', 'mulai', 'bahas', 'bitcoin', 'apakah', 'top', 'signal']","['menfes', 'bahas', 'bahas', 'bitcoin', 'top', 'signal']","['menfes', 'bahas', 'bahas', 'bitcoin', 'top', 'signal']"
Pada dasarnya UANG BANYAK di MEMECOIN akan kembali ke lalu kembali lagi ke ALTCOIN UTILITY lalu balik lagi Ke BTC lalu habis itu balik lagi menjadi FIAT UANG BANYAK hanya menjadi PENGGANDA untuk menjadi UANG lagi,pada dasarnya uang banyak di memecoin akan kembali ke lalu kembali lagi ke altcoin utility lalu balik lagi ke btc lalu habis itu balik lagi menjadi fiat uang banyak hanya menjadi pengganda untuk menjadi uang lagi,"['pada', 'dasarnya', 'uang', 'banyak', 'di', 'memecoin', 'akan', 'kembali', 'ke', 'lalu', 'kembali', 'lagi', 'ke', 'altcoin', 'utility', 'lalu', 'balik', 'lagi', 'ke', 'btc', 'lalu', 'habis', 'itu', 'balik', 'lagi', 'menjadi', 'fiat', 'uang', 'banyak', 'hanya', 'menjadi', 'pengganda', 'untuk', 'menjadi', 'uang', 'lagi']","['pada', 'dasarnya', 'uang', 'banyak', 'di', 'memecoin', 'akan', 'kembali', 'ke', 'lalu', 'kembali', 'lagi', 'ke', 'altcoin', 'utility', 'lalu', 'balik', 'lagi', 'ke', 'btc', 'lalu', 'habis', 'itu', 'balik', 'lagi', 'menjadi', 'fiat', 'uang', 'banyak', 'hanya', 'menjadi', 'pengganda', 'untuk', 'menjadi', 'uang', 'lagi']","['dasarnya', 'uang', 'memecoin', 'altcoin', 'utility', 'btc', 'habis', 'fiat', 'uang', 'pengganda', 'uang']","['dasar', 'uang', 'memecoin', 'altcoin', 'utility', 'btc', 'habis', 'fiat', 'uang', 'ganda', 'uang']"
Pelabur Bijak Bayangkan semua orang di dunia mengunakan Bitcoin secara duit rasmi,pelabur bijak bayangkan semua orang di dunia mengunakan bitcoin secara duit rasmi,"['pelabur', 'bijak', 'bayangkan', 'semua', 'orang', 'di', 'dunia', 'mengunakan', 'bitcoin', 'secara', 'duit', 'rasmi']","['pelabur', 'bijak', 'bayangkan', 'semua', 'orang', 'di', 'dunia', 'mengunakan', 'bitcoin', 'secara', 'duit', 'rasmi']","['pelabur', 'bijak', 'bayangkan', 'orang', 'dunia', 'mengunakan', 'bitcoin', 'duit', 'rasmi']","['pelabur', 'bijak', 'bayang', 'orang', 'dunia', 'mengunakan', 'bitcoin', 'duit', 'rasmi']"
Mcmana nak terima bayaran dalam bentuk bitcoin ya,mcmana nak terima bayaran dalam bentuk bitcoin ya,"['mcmana', 'nak', 'terima', 'bayaran', 'dalam', 'bentuk', 'bitcoin', 'ya']","['mcmana', 'nak', 'terima', 'bayaran', 'dalam', 'bentuk', 'bitcoin', 'ya']","['mcmana', 'nak', 'terima', 'bayaran', 'bentuk', 'bitcoin', 'ya']","['mcmana', 'nak', 'terima', 'bayar', 'bentuk', 'bitcoin', 'ya']"
Harga saham telkom anjlok dalam tahun terakhir Harga bitcoin naik dalam waktu yg sama,harga saham telkom anjlok dalam tahun terakhir harga bitcoin naik dalam waktu yg sama,"['harga', 'saham', 'telkom', 'anjlok', 'dalam', 'tahun', 'terakhir', 'harga', 'bitcoin', 'naik', 'dalam', 'waktu', 'yg', 'sama']","['harga', 'saham', 'telkom', 'anjlok', 'dalam', 'tahun', 'terakhir', 'harga', 'bitcoin', 'naik', 'dalam', 'waktu', 'yang', 'sama']","['harga', 'saham', 'telkom', 'anjlok', 'harga', 'bitcoin']","['harga', 'saham', 'telkom', 'anjlok', 'harga', 'bitcoin']"
Inflasi tahun depan akan naik Jika tarrif dikenakan maka harga migas akan naik untuk AS dan otomatis harga barangnya naik Lalu utangnya naik dan expor AS akan lebih mahal sehingga utangnya naik Tetapi DXY akan tetap naik Bukan hanya Bitcoin yang naik tapi uangnya,inflasi tahun depan akan naik jika tarrif dikenakan maka harga migas akan naik untuk as dan otomatis harga barangnya naik lalu utangnya naik dan expor as akan lebih mahal sehingga utangnya naik tetapi dxy akan tetap naik bukan hanya bitcoin yang naik tapi uangnya,"['inflasi', 'tahun', 'depan', 'akan', 'naik', 'jika', 'tarrif', 'dikenakan', 'maka', 'harga', 'migas', 'akan', 'naik', 'untuk', 'as', 'dan', 'otomatis', 'harga', 'barangnya', 'naik', 'lalu', 'utangnya', 'naik', 'dan', 'expor', 'as', 'akan', 'lebih', 'mahal', 'sehingga', 'utangnya', 'naik', 'tetapi', 'dxy', 'akan', 'tetap', 'naik', 'bukan', 'hanya', 'bitcoin', 'yang', 'naik', 'tapi', 'uangnya']","['inflasi', 'tahun', 'depan', 'akan', 'naik', 'jika', 'tarrif', 'dikenakan', 'maka', 'harga', 'migas', 'akan', 'naik', 'untuk', 'as', 'dan', 'otomatis', 'harga', 'barangnya', 'naik', 'lalu', 'utangnya', 'naik', 'dan', 'expor', 'as', 'akan', 'lebih', 'mahal', 'sehingga', 'utangnya', 'naik', 'tetapi', 'dxy', 'akan', 'tetap', 'naik', 'bukan', 'hanya', 'bitcoin', 'yang', 'naik', 'tapi', 'uangnya']","['inflasi', 'tarrif', 'dikenakan', 'harga', 'migas', 'otomatis', 'harga', 'barangnya', 'utangnya', 'expor', 'mahal', 'utangnya', 'dxy', 'bitcoin', 'uangnya']","['inflasi', 'tarrif', 'kena', 'harga', 'migas', 'otomatis', 'harga', 'barang', 'utang', 'expor', 'mahal', 'utang', 'dxy', 'bitcoin', 'uang']"
Hehehe Hohoho Ticker is bitcoin,hehehe hohoho ticker is bitcoin,"['hehehe', 'hohoho', 'ticker', 'is', 'bitcoin']","['hehehe', 'hohoho', 'ticker', 'is', 'bitcoin']","['hehehe', 'hohoho', 'ticker', 'bitcoin']","['hehehe', 'hohoho', 'ticker', 'bitcoin']"
Takibetakip Takibetakip Takibetakip Takibetakip,takibetakip takibetakip takibetakip takibetakip,"['takibetakip', 'takibetakip', 'takibetakip', 'takibetakip']","['takibetakip', 'takibetakip', 'takibetakip', 'takibetakip']","['takibetakip', 'takibetakip', 'takibetakip', 'takibetakip']","['takibetakip', 'takibetakip', 'takibetakip', 'takibetakip']"
Bruh,bruh,['bruh'],['bruh'],['bruh'],['bruh']
Takibetakip Takibetakip Takibetakip,takibetakip takibetakip takibetakip,"['takibetakip', 'takibetakip', 'takibetakip']","['takibetakip', 'takibetakip', 'takibetakip']","['takibetakip', 'takibetakip', 'takibetakip']","['takibetakip', 'takibetakip', 'takibetakip']"
Setelah bitcoin BTC dan solana SOL mencapai harga tertinggi sepanjang masa pada bulan ini sektor stablecoin kini ikut mencetak rekor baru dalam ekosistem aset kripto Baca selengkapnya,setelah bitcoin btc dan solana sol mencapai harga tertinggi sepanjang masa pada bulan ini sektor stablecoin kini ikut mencetak rekor baru dalam ekosistem aset kripto baca selengkapnya,"['setelah', 'bitcoin', 'btc', 'dan', 'solana', 'sol', 'mencapai', 'harga', 'tertinggi', 'sepanjang', 'masa', 'pada', 'bulan', 'ini', 'sektor', 'stablecoin', 'kini', 'ikut', 'mencetak', 'rekor', 'baru', 'dalam', 'ekosistem', 'aset', 'kripto', 'baca', 'selengkapnya']","['setelah', 'bitcoin', 'btc', 'dan', 'solana', 'sol', 'mencapai', 'harga', 'tertinggi', 'sepanjang', 'masa', 'pada', 'bulan', 'ini', 'sektor', 'stablecoin', 'kini', 'ikut', 'mencetak', 'rekor', 'baru', 'dalam', 'ekosistem', 'aset', 'kripto', 'baca', 'selengkapnya']","['bitcoin', 'btc', 'solana', 'sol', 'mencapai', 'harga', 'tertinggi', 'sektor', 'stablecoin', 'mencetak', 'rekor', 'ekosistem', 'aset', 'kripto', 'baca', 'selengkapnya']","['bitcoin', 'btc', 'solana', 'sol', 'capai', 'harga', 'tinggi', 'sektor', 'stablecoin', 'cetak', 'rekor', 'ekosistem', 'aset', 'kripto', 'baca', 'lengkap']"
Parlemen Kanton Bern Swiss baru baru ini memberikan lampu hijau untuk laporan mining Bitcoin Keputusan ini mendapatkan dukungan suara banding suara menolak Baca selengkapnya,parlemen kanton bern swiss baru baru ini memberikan lampu hijau untuk laporan mining bitcoin keputusan ini mendapatkan dukungan suara banding suara menolak baca selengkapnya,"['parlemen', 'kanton', 'bern', 'swiss', 'baru', 'baru', 'ini', 'memberikan', 'lampu', 'hijau', 'untuk', 'laporan', 'mining', 'bitcoin', 'keputusan', 'ini', 'mendapatkan', 'dukungan', 'suara', 'banding', 'suara', 'menolak', 'baca', 'selengkapnya']","['parlemen', 'kanton', 'bern', 'swiss', 'baru', 'baru', 'ini', 'memberikan', 'lampu', 'hijau', 'untuk', 'laporan', 'mining', 'bitcoin', 'keputusan', 'ini', 'mendapatkan', 'dukungan', 'suara', 'banding', 'suara', 'menolak', 'baca', 'selengkapnya']","['parlemen', 'kanton', 'bern', 'swiss', 'lampu', 'hijau', 'laporan', 'mining', 'bitcoin', 'keputusan', 'dukungan', 'suara', 'banding', 'suara', 'menolak', 'baca', 'selengkapnya']","['parlemen', 'kanton', 'bern', 'swiss', 'lampu', 'hijau', 'lapor', 'mining', 'bitcoin', 'putus', 'dukung', 'suara', 'banding', 'suara', 'tolak', 'baca', 'lengkap']"
Happy Saturday BITE The Bitcoin Dog Follow BitecoinSol Ca NMK CqJXh YnZJ W g yHqEjSQtNK sfKoGsPpump,happy saturday bite the bitcoin dog follow bitecoinsol ca nmk cqjxh ynzj w g yhqejsqtnk sfkogsppump,"['happy', 'saturday', 'bite', 'the', 'bitcoin', 'dog', 'follow', 'bitecoinsol', 'ca', 'nmk', 'cqjxh', 'ynzj', 'w', 'g', 'yhqejsqtnk', 'sfkogsppump']","['happy', 'saturday', 'bite', 'the', 'bitcoin', 'dog', 'follow', 'bitecoinsol', 'ca', 'nmk', 'cqjxh', 'ynzj', 'gue', 'enggak', 'yhqejsqtnk', 'sfkogsppump']","['happy', 'saturday', 'bite', 'bitcoin', 'dog', 'follow', 'bitecoinsol', 'ca', 'nmk', 'cqjxh', 'ynzj', 'gue', 'yhqejsqtnk', 'sfkogsppump']","['happy', 'saturday', 'bite', 'bitcoin', 'dog', 'follow', 'bitecoinsol', 'ca', 'nmk', 'cqjxh', 'ynzj', 'gue', 'yhqejsqtnk', 'sfkogsppump']"
Ap X kitny hour use krty hain,ap x kitny hour use krty hain,"['ap', 'x', 'kitny', 'hour', 'use', 'krty', 'hain']","['apa', 'kali', 'kitny', 'hour', 'use', 'krty', 'hain']","['kali', 'kitny', 'hour', 'use', 'krty', 'hain']","['kali', 'kitny', 'hour', 'use', 'krty', 'hain']"
Kati ya vitu nishashindwa kuelewa ni FOREX na BITCOIN Na sitaki kueleweshwa,kati ya vitu nishashindwa kuelewa ni forex na bitcoin na sitaki kueleweshwa,"['kati', 'ya', 'vitu', 'nishashindwa', 'kuelewa', 'ni', 'forex', 'na', 'bitcoin', 'na', 'sitaki', 'kueleweshwa']","['kati', 'ya', 'vitu', 'nishashindwa', 'kuelewa', 'nih', 'forex', 'nya', 'bitcoin', 'nya', 'sitaki', 'kueleweshwa']","['kati', 'ya', 'vitu', 'nishashindwa', 'kuelewa', 'nih', 'forex', 'nya', 'bitcoin', 'nya', 'sitaki', 'kueleweshwa']","['kati', 'ya', 'vitu', 'nishashindwa', 'kuelewa', 'nih', 'forex', 'nya', 'bitcoin', 'nya', 'sitak', 'kueleweshwa']"
ankomankorunes Wankonessa,ankomankorunes wankonessa,"['ankomankorunes', 'wankonessa']","['ankomankorunes', 'wankonessa']","['ankomankorunes', 'wankonessa']","['ankomankorunes', 'wankonessa']"
Bitcoin Orange Hoodie Gang Gang,bitcoin orange hoodie gang gang,"['bitcoin', 'orange', 'hoodie', 'gang', 'gang']","['bitcoin', 'orange', 'hoodie', 'gang', 'gang']","['bitcoin', 'orange', 'hoodie', 'gang', 'gang']","['bitcoin', 'orange', 'hoodie', 'gang', 'gang']"
Sayang banget kemarin beli PAAL PAAL AI cuma sedikit Ternyata kenaikannya bagus bahkan saat bitcoin memerah,sayang banget kemarin beli paal paal ai cuma sedikit ternyata kenaikannya bagus bahkan saat bitcoin memerah,"['sayang', 'banget', 'kemarin', 'beli', 'paal', 'paal', 'ai', 'cuma', 'sedikit', 'ternyata', 'kenaikannya', 'bagus', 'bahkan', 'saat', 'bitcoin', 'memerah']","['sayang', 'banget', 'kemarin', 'beli', 'paal', 'paal', 'ai', 'cuma', 'sedikit', 'ternyata', 'kenaikannya', 'bagus', 'bahkan', 'saat', 'bitcoin', 'memerah']","['sayang', 'banget', 'kemarin', 'beli', 'paal', 'paal', 'ai', 'kenaikannya', 'bagus', 'bitcoin', 'memerah']","['sayang', 'banget', 'kemarin', 'beli', 'paal', 'paal', 'ai', 'naik', 'bagus', 'bitcoin', 'merah']"
Hadii qiimaha Bitcoin uu gaaro Bitcoin waxey dhaafi doontaa Google kala horeenta suuqyada ugu hantida badan dunida market cap Sidoo kale sanadka cusub waxaa la qiyaasiyaa in million oo qof oo maalgashadayaal cusub ah in ay iibsan doonaan Bitcoin Guys,hadii qiimaha bitcoin uu gaaro bitcoin waxey dhaafi doontaa google kala horeenta suuqyada ugu hantida badan dunida market cap sidoo kale sanadka cusub waxaa la qiyaasiyaa in million oo qof oo maalgashadayaal cusub ah in ay iibsan doonaan bitcoin guys,"['hadii', 'qiimaha', 'bitcoin', 'uu', 'gaaro', 'bitcoin', 'waxey', 'dhaafi', 'doontaa', 'google', 'kala', 'horeenta', 'suuqyada', 'ugu', 'hantida', 'badan', 'dunida', 'market', 'cap', 'sidoo', 'kale', 'sanadka', 'cusub', 'waxaa', 'la', 'qiyaasiyaa', 'in', 'million', 'oo', 'qof', 'oo', 'maalgashadayaal', 'cusub', 'ah', 'in', 'ay', 'iibsan', 'doonaan', 'bitcoin', 'guys']","['hadii', 'qiimaha', 'bitcoin', 'uu', 'gaaro', 'bitcoin', 'waxey', 'dhaafi', 'doontaa', 'google', 'kala', 'horeenta', 'suuqyada', 'ugu', 'hantida', 'badan', 'dunida', 'market', 'cap', 'sidoo', 'kali', 'sanadka', 'cusub', 'waxaa', 'lah', 'qiyaasiyaa', 'ini', 'million', 'oo', 'qof', 'oo', 'maalgashadayaal', 'cusub', 'ah', 'ini', 'ay', 'iibsan', 'doonaan', 'bitcoin', 'guys']","['hadii', 'qiimaha', 'bitcoin', 'uu', 'gaaro', 'bitcoin', 'waxey', 'dhaafi', 'doontaa', 'google', 'horeenta', 'suuqyada', 'ugu', 'hantida', 'badan', 'dunida', 'market', 'cap', 'sidoo', 'kali', 'sanadka', 'cusub', 'waxaa', 'qiyaasiyaa', 'million', 'oo', 'qof', 'oo', 'maalgashadayaal', 'cusub', 'ah', 'ay', 'iibsan', 'doonaan', 'bitcoin', 'guys']","['hadii', 'qiimaha', 'bitcoin', 'uu', 'gaaro', 'bitcoin', 'waxey', 'dhaafi', 'doontaa', 'google', 'horeenta', 'suuqyada', 'ugu', 'hantida', 'badan', 'dunida', 'market', 'cap', 'sidoo', 'kali', 'sanadka', 'cusub', 'waxaa', 'qiyaasiyaa', 'million', 'oo', 'qof', 'oo', 'maalgashadayaal', 'cusub', 'ah', 'ay', 'iibsan', 'doonaan', 'bitcoin', 'guys']"
Kalo di akhir tahun Bitcoin tembus Rp miliar kamu mau ngapain,kalo di akhir tahun bitcoin tembus rp miliar kamu mau ngapain,"['kalo', 'di', 'akhir', 'tahun', 'bitcoin', 'tembus', 'rp', 'miliar', 'kamu', 'mau', 'ngapain']","['kalau', 'di', 'akhir', 'tahun', 'bitcoin', 'tembus', 'rp', 'miliar', 'kamu', 'mau', 'mengapai']","['bitcoin', 'tembus', 'rp', 'miliar', 'mengapai']","['bitcoin', 'tembus', 'rp', 'miliar', 'kapai']"
Kenyataannya adalah Kita tidak menyukai Crypto Kita tidak menyukai Bitcoin Kita tidak menyukai Altcoin Kita tidak menyukai Memecoin Yang benar benar kita sukai adalah UANG Gausah naif,kenyataannya adalah kita tidak menyukai crypto kita tidak menyukai bitcoin kita tidak menyukai altcoin kita tidak menyukai memecoin yang benar benar kita sukai adalah uang gausah naif,"['kenyataannya', 'adalah', 'kita', 'tidak', 'menyukai', 'crypto', 'kita', 'tidak', 'menyukai', 'bitcoin', 'kita', 'tidak', 'menyukai', 'altcoin', 'kita', 'tidak', 'menyukai', 'memecoin', 'yang', 'benar', 'benar', 'kita', 'sukai', 'adalah', 'uang', 'gausah', 'naif']","['kenyataannya', 'adalah', 'kita', 'tidak', 'menyukai', 'crypto', 'kita', 'tidak', 'menyukai', 'bitcoin', 'kita', 'tidak', 'menyukai', 'altcoin', 'kita', 'tidak', 'menyukai', 'memecoin', 'yang', 'benar', 'benar', 'kita', 'sukai', 'adalah', 'uang', 'enggak usah', 'naif']","['kenyataannya', 'menyukai', 'crypto', 'menyukai', 'bitcoin', 'menyukai', 'altcoin', 'menyukai', 'memecoin', 'sukai', 'uang', 'enggak usah', 'naif']","['nyata', 'suka', 'crypto', 'suka', 'bitcoin', 'suka', 'altcoin', 'suka', 'memecoin', 'suka', 'uang', 'enggak usah', 'naif']"
fairybaby boredcactus Banger,fairybaby boredcactus banger,"['fairybaby', 'boredcactus', 'banger']","['fairybaby', 'boredcactus', 'banget']","['fairybaby', 'boredcactus', 'banget']","['fairybaby', 'boredcactus', 'banget']"
Araghutama Memang metabolisme nya hrs flexibel bisa cepet berganti ngambil energi dr glukosa n ambil dari lemak Tapi ya ngelatih badan supaya fasih fat burning mode mang tantangan buat kebanyakan orang,araghutama memang metabolisme nya hrs flexibel bisa cepet berganti ngambil energi dr glukosa n ambil dari lemak tapi ya ngelatih badan supaya fasih fat burning mode mang tantangan buat kebanyakan orang,"['araghutama', 'memang', 'metabolisme', 'nya', 'hrs', 'flexibel', 'bisa', 'cepet', 'berganti', 'ngambil', 'energi', 'dr', 'glukosa', 'n', 'ambil', 'dari', 'lemak', 'tapi', 'ya', 'ngelatih', 'badan', 'supaya', 'fasih', 'fat', 'burning', 'mode', 'mang', 'tantangan', 'buat', 'kebanyakan', 'orang']","['araghutama', 'memang', 'metabolisme', 'nya', 'harus', 'flexibel', 'bisa', 'cepat', 'berganti', 'ngambil', 'energi', 'dari', 'glukosa', 'n', 'ambil', 'dari', 'lemak', 'tapi', 'ya', 'ngelatih', 'badan', 'supaya', 'fasih', 'fat', 'burning', 'mode', 'memang', 'tantangan', 'buat', 'kebanyakan', 'orang']","['araghutama', 'metabolisme', 'nya', 'flexibel', 'cepat', 'berganti', 'ngambil', 'energi', 'glukosa', 'n', 'ambil', 'lemak', 'ya', 'ngelatih', 'badan', 'fasih', 'fat', 'burning', 'mode', 'tantangan', 'kebanyakan', 'orang']","['araghutama', 'metabolisme', 'nya', 'flexibel', 'cepat', 'ganti', 'ngambil', 'energi', 'glukosa', 'n', 'ambil', 'lemak', 'ya', 'ngelatih', 'badan', 'fasih', 'fat', 'burning', 'mode', 'tantang', 'banyak', 'orang']"
