stemming,inset,nilai_inset,matched_words
"['kali', 'kitny', 'hour', 'use', 'krty', 'hain']",negative,-1,
"['kati', 'ya', 'vitu', 'nishashindwa', 'kuelewa', 'nih', 'forex', 'nya', 'bitcoin', 'nya', 'sitak', 'kueleweshwa']",positive,1,ya(4.0)
"['ankomankorunes', 'wankonessa']",negative,-1,
"['bitcoin', 'orange', 'hoodie', 'gang', 'gang']",negative,-1,"gang(-4.0), gang(-4.0)"
"['sayang', 'banget', 'kemarin', 'beli', 'paal', 'paal', 'ai', 'naik', 'bagus', 'bitcoin', 'merah']",positive,1,"sayang(3.0), banget(1.0), beli(2.0), naik(1.0), bagus(2.0), merah(4.0)"
"['hadii', 'qiimaha', 'bitcoin', 'uu', 'gaaro', 'bitcoin', 'waxey', 'dhaafi', 'doontaa', 'google', 'horeenta', 'suuqyada', 'ugu', 'hantida', 'badan', 'dunida', 'market', 'cap', 'sidoo', 'kali', 'sanadka', 'cusub', 'waxaa', 'qiyaasiyaa', 'million', 'oo', 'qof', 'oo', 'maalgashadayaal', 'cusub', 'ah', 'ay', 'iibsan', 'doonaan', 'bitcoin', 'guys']",negative,-1,"badan(-3.0), guys(1.0)"
"['bitcoin', 'tembus', 'rp', 'miliar', 'kapai']",positive,1,tembus(3.0)
"['nyata', 'suka', 'crypto', 'suka', 'bitcoin', 'suka', 'altcoin', 'suka', 'memecoin', 'suka', 'uang', 'enggak usah', 'naif']",positive,1,"nyata(4.0), suka(3.0), suka(3.0), suka(3.0), suka(3.0), suka(3.0)"
"['fairybaby', 'boredcactus', 'banget']",positive,1,banget(1.0)
"['araghutama', 'metabolisme', 'nya', 'flexibel', 'cepat', 'ganti', 'ngambil', 'energi', 'glukosa', 'n', 'ambil', 'lemak', 'ya', 'ngelatih', 'badan', 'fasih', 'fat', 'burning', 'mode', 'tantang', 'banyak', 'orang']",positive,1,"cepat(3.0), ganti(3.0), energi(3.0), ambil(-5.0), ya(4.0), badan(-3.0), tantang(-4.0), banyak(3.0)"
"['diam', 'stable', 'coin', 'gerak', 'kenal', 'bitcoin']",positive,1,"diam(1.0), kenal(3.0)"
['mbre'],negative,-1,
['gang'],negative,-1,gang(-4.0)
"['bitcoin', 'amp', 'banana']",negative,-1,
"['usaha', 'mining', 'bitcoin', 'muka', 'mara', 'nama', 'marathon', 'digital', 'umum', 'langkah', 'strategis', 'kuat', 'portofolio', 'bitcoin', 'baca', 'lengkap']",positive,1,"usaha(1.0), mara(-4.0), umum(1.0), langkah(4.0), kuat(2.0), portofolio(2.0), baca(3.0), lengkap(2.0)"
"['bitcoin', 'mata', 'uang', 'kripto', 'nilai', 'roket', 'impi', 'investor', 'baca', 'lengkap']",positive,1,"mata(-2.0), nilai(5.0), baca(3.0), lengkap(2.0)"
"['anggota', 'parlemen', 'rusia', 'tuju', 'rancang', 'undang', 'undang', 'pajak', 'kripto', 'perintah', 'tambang', 'bitcoin', 'industri', 'bayar', 'retribusi', 'dapat', 'baca', 'lengkap']",positive,1,"anggota(-3.0), parlemen(-3.0), tuju(3.0), undang(2.0), undang(2.0), pajak(-3.0), bayar(1.0), dapat(2.0), baca(3.0), lengkap(2.0)"
"['bitcat', 'reversal', 'next', 'kali', 'memecoin', 'sol', 'mascot', 'new', 'cult', 'ca', 'bdg', 'iwnah', 'qa', 'rrqwwzmtedqv', 'fv', 'szyhfnpump']",negative,-1,next(-2.0)
"['yana', 'motsawa']",negative,-1,
"['fyi', 'bitcoin', 'halal', 'certified']",negative,-1,
"['kemarin', 'ketemu', 'suhu', 'pejuangcryptoid', 'bilang', 'bagus', 'potensi', 'langsung', 'breakout']",positive,1,"ketemu(1.0), bagus(2.0), potensi(3.0), langsung(3.0)"
"['jalan', 'investasi', 'jametfreelancercryptobros', 'beli', 'bitcoin', 'pakai', 'uang', 'tabung', 'jajan', 'profit', 'ribu', 'langsung', 'jual', 'kena', 'scam', 'binomskuy', 'micin', 'bsc', 'saham', 'batubara', 'bitcoin', 'airdop', 'presale', 'altcoins', 'harta', 'tahta', 'mantan', 'believe', 'something']",positive,1,"beli(2.0), tabung(3.0), profit(4.0), langsung(3.0), jual(1.0), kena(-3.0), mantan(-3.0)"
"['duit', 'alas', 'tokocrypto', 'bayar', 'gratis', 'artikel', 'tren', 'bitcoin', 'december', 'rakyat', 'indonesia', 'via', 'tokonews', 'cuan', 'gulung', 'modal', 'fokus', 'bangun', 'cuan', 'bawa', 'dunia', 'nyata', 'dkasa']",positive,1,"bayar(1.0), gratis(4.0), artikel(-4.0), tren(-2.0), modal(2.0), fokus(3.0), bawa(1.0), dunia(1.0), nyata(4.0)"
"['feeling', 'deg', 'degan', 'market', 'bitcoin', 'minggu', 'tenang', 'hoteliercrypto', 'siapin', 'analisa', 'bantu', 'atur', 'langkah', 'bikin', 'strategi', 'baik', 'maksimal', 'hasil', 'langsung', 'baca', 'ya', 'tokonauts']",positive,1,"tenang(5.0), bantu(3.0), atur(4.0), langkah(4.0), baik(3.0), maksimal(3.0), hasil(3.0), langsung(3.0), baca(3.0), ya(4.0)"
"['beli', 'bitcoin', 'sibuk', 'main', 'ninja', 'saga']",positive,1,"beli(2.0), sibuk(4.0), main(2.0)"
"['selamat', 'pagi', 'pagi', 'algo', 'alami', 'naik', 'ikut', 'amp', 'naik', 'jam', 'aset', 'kripto', 'nih', 'beli']",positive,1,"selamat(5.0), pagi(1.0), pagi(1.0), alami(-3.0), naik(1.0), ikut(-3.0), naik(1.0), beli(2.0)"
"['jual', 'bitcoin', 'holder', 'holder', 'ngejual', 'bitcoinnya', 'harga', 'masuk', 'level', 'hold', 'bitcoinnya', 'nih']",positive,1,"jual(1.0), harga(3.0), masuk(-3.0)"
"['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']",positive,1,"umum(1.0), umum(1.0), harga(3.0), yuk(4.0), cek(-4.0)"
"['mohdchiaha', 'zakatselangor', 'trading', 'kripto', 'haram', 'unsur', 'spekulasi', 'gambling', 'hodling', 'kripto', 'esp', 'blue', 'chips', 'bitcoin', 'halal', 'je', 'consider', 'digital', 'gold', 'awal', 'camtu', 'pakar', 'share']",positive,1,"awal(2.0), pakar(-1.0)"
"['major', 'giveaway', 'kayi', 'following', 'nya', 'fuchaweb', 'kayi', 'retweeting', 'nya', 'wan', 'nan', 'post', 'din', 'kak', 'amsa', 'tambayar', 'kasa', 'ba', 'tare', 'dah', 'kak', 'duba', 'google', 'ba', 'wacce', 'shekara', 'ya', 'fara', 'zuwa', 'dala', 'wanda', 'ya', 'fara', 'fadar', 'amsa', 'dai', 'dai', 'yaci', 'guda']",positive,1,"wan(-4.0), dah(-3.0), ya(4.0), ya(4.0)"
"['watch', 'new', 'tylee', 'video', 'follow', 'ex', 'cqyrbharzq', 'lu', 'zjxka', 'wpj', 'qq', 'byjd', 'nyrwr', 'xvj', 'gme', 'amc', 'kitty', 'gil', 'chwy', 'gill', 'gsb', 'ryancohen']",negative,-1,ex(-1.0)
"['hi', 'bro']",positive,1,hi(1.0)
"['migvy', 'supa', 'star', 'broo']",negative,-1,
"['dunia', 'berita', 'bebas', 'pajak', 'capital', 'gain', 'bitcoin', 'amp', 'crypto', 'bebas', 'ppn', 'set', 'kripto', 'walikota', 'vancouver', 'aju', 'proposal', 'bitcoin', 'strategic', 'reserve', 'kota', 'anggota', 'senat', 'aju', 'ruu', 'bitcoin', 'strategic', 'reserve', 'total', 'beli']",negative,-1,"dunia(1.0), berita(-4.0), bebas(-4.0), pajak(-3.0), bebas(-4.0), aju(-3.0), kota(-1.0), anggota(-3.0), senat(-3.0), aju(-3.0), beli(2.0)"
"['farashin', 'tundaka', 'shekarar', 'farko', 'wacce', 'shekara', 'kas', 'bitcoin']",negative,-1,
"['uji', 'sabar', 'others', 'dominance', 'kondisi', 'altcoins', 'persentase', 'bagus', 'turun', 'ya', 'tahan', 'ethereum', 'dominance', 'bitcoin', 'dominance', 'overallnya', 'kondisi', 'relatif', 'oke', 'kali']",positive,1,"uji(1.0), sabar(5.0), bagus(2.0), turun(1.0), ya(4.0), tahan(1.0), oke(2.0)"
"['ta', 'targets']",negative,-1,ta(-3.0)
"['artikel', 'tren', 'bitcoin', 'december', 'tunggu', 'data', 'anggur', 'malam', 'minggu', 'jum', 'pasar', 'libur', 'thanksgiving', 'judul', 'klik']",negative,-1,"artikel(-4.0), tren(-2.0), tunggu(1.0), data(-3.0), anggur(-4.0), malam(-1.0), libur(3.0), judul(2.0)"
"['selamat', 'pagi', 'pagi', 'ens', 'alami', 'naik', 'ikut', 'etc', 'naik', 'jam', 'aset', 'kripto', 'nih', 'beli']",positive,1,"selamat(5.0), pagi(1.0), pagi(1.0), alami(-3.0), naik(1.0), ikut(-3.0), naik(1.0), beli(2.0)"
"['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']",positive,1,"umum(1.0), umum(1.0), harga(3.0), yuk(4.0), cek(-4.0)"
"['gm', 'daily', 'news', 'update', 'november', 'beli', 'agresif', 'dorong', 'bitcoin', 'btc', 'tunjuk', 'pulih', 'kuat', 'turun', 'kemarin', 'sinyal', 'btc', 'lewat', 'koreksi', 'tren', 'jadi']",positive,1,"beli(2.0), kuat(2.0), turun(1.0), lewat(2.0), tren(-2.0), jadi(1.0)"
"['brgsjks', 'bitcoin', 'adek', 'fasa', 'turun', 'lepas', 'turun', 'die', 'ulang', 'bende', 'dec', 'dec', 'turun', 'dec', 'dec', 'turun', 'dec', 'ulang']",negative,-1,"adek(1.0), turun(1.0), lepas(-2.0), turun(1.0), die(-4.0), turun(1.0), turun(1.0)"
['harika'],negative,-1,
"['mimi', 'naona', 'iyo', 'nunua', 'bitcoin', 'years', 'mjunior', 'atakua', 'multu', 'millionaire', 'free', 'advice']",positive,1,free(3.0)
"['major', 'giveaway', 'p', 'kayi', 'following', 'nya', 'fuchaweb', 'kayi', 'retweeting', 'nya', 'wan', 'nan', 'post', 'din', 'kak', 'amsa', 'tambayar', 'kasa', 'ba', 'tare', 'dah', 'kak', 'duba', 'google', 'ba', 'wanne', 'coins', 'aka', 'kirkira', 'bayan', 'maana', 'shine', 'nya', 'biyu', 'kenna', 'kafada', 'shekarar', 'dah', 'akayi', 'shi', 'wanda', 'ya', 'fara', 'fadi', 'dai', 'dai']",negative,-1,"wan(-4.0), dah(-3.0), dah(-3.0), ya(4.0)"
"['radiowatermelon', 'usdt', 'network', 'trc', 'tvfjwft', 'lq', 'twpjkayyg', 'ot', 'nuhv', 'bitcoin', 'network', 'bitcoin', 'aybxka', 'lm', 'xikrjdphtz', 'smbql']",negative,-1,
"['watcherguru', 'tedcruz', 'bitcoin', 'wif', 'cowboy', 'hati', 'supercycle', 'real', 'fcr', 'acresmao', 'eunbzrbyjkrgh', 'qmur', 'pump']",positive,1,"hati(2.0), real(2.0)"
"['bitcoin', 'pe', 'chala', 'jae', 'orang', 'doge', 'mein', 'pe', 'orang', 'tum', 'log', 'idhar', 'youthiya', 'vs', 'patwari', 'kerte', 'reh', 'jana', 'bolo', 'grape']",negative,-1,
"['ca', 'adszxr', 'ezcbjewe', 'gtrv', 'achibhguvnlkm', 'fc', 'b']",negative,-1,
"['major', 'giveaway', 'kayi', 'following', 'nya', 'fuchaweb', 'kayi', 'retweeting', 'nya', 'wan', 'nan', 'post', 'din', 'kak', 'amsa', 'tambayar', 'kasa', 'ba', 'tare', 'dah', 'kak', 'duba', 'google', 'ba', 'ake', 'kiran', 'guntu', 'guntu', 'gutsire', 'nya', 'san', 'nan', 'guntun', 'nawa', 'yake', 'haduwa', 'ya', 'bada', 'daya', 'wanda', 'ya', 'fara', 'fadi', 'dadi']",positive,1,"wan(-4.0), dah(-3.0), ya(4.0), ya(4.0)"
"['bitcoin', 'capai', 'harga', 'tinggi', 'microstrategy', 'usaha', 'milik', 'bitcoin', 'besar', 'dunia', 'take', 'profit', 'tambah', 'milik', 'baca', 'lengkap']",positive,1,"capai(4.0), harga(3.0), tinggi(3.0), usaha(1.0), milik(1.0), besar(4.0), dunia(1.0), profit(4.0), tambah(3.0), milik(1.0), baca(3.0), lengkap(2.0)"
"['minggu', 'minat', 'bitcoin', 'alami', 'lonjak', 'sar', 'alir', 'dana', 'exchange', 'traded', 'funds', 'etf', 'bitcoin', 'baca', 'lengkap']",positive,1,"minat(4.0), alami(-3.0), dana(4.0), baca(3.0), lengkap(2.0)"
"['harga', 'bitcoin', 'anjlok', 'hari', 'selasa', 'sentuh', 'harga', 'rendah', 'wib', 'baca', 'lengkap']",positive,1,"harga(3.0), anjlok(-4.0), sentuh(1.0), harga(3.0), rendah(-5.0), baca(3.0), lengkap(2.0)"
"['yokai', 'btc', 'yokaiavengers']",negative,-1,
"['bear', 'market', 'renggang', 'jalan', 'hidup', 'nyata', 'respect', 'hilang', 'perhati', 'crypto', 'hilang', 'desentralisasi', 'lupa', 'koin', 'sampah', 'bear', 'market', 'kecuali', 'bitcoin', 'amp', 'etherium']",positive,1,"renggang(-3.0), hidup(2.0), nyata(4.0), hilang(3.0), hilang(3.0), lupa(1.0), sampah(-4.0)"
"['gm', 'kemarin', 'suruh', 'tunggu', 'suara', 'bitcoin', 'koreksi', 'bayang', 'breaking', 'newsnya', 'kaget', 'juni', 'bitcoin', 'campak', 'tenang', 'sabar', 'yuk', 'bedah', 'data', 'rsi']",positive,1,"suruh(-2.0), tunggu(1.0), suara(2.0), bayang(2.0), kaget(3.0), campak(-4.0), tenang(5.0), sabar(5.0), yuk(4.0), bedah(3.0), data(-3.0)"
"['yokai', 'btc', 'yokaiavengers']",negative,-1,
"['komunitas', 'series', 'cicil', 'coin', 'cicil', 'moodeng', 'sol', 'sejarah', 'kalah', 'series', 'cicil', 'bitcoin', 'cult', 'smi', 'moodeng', 'prioritas', 'smi']",negative,-1,"komunitas(2.0), kalah(-4.0)"
"['good', 'morning', 'bitcoin', 'vita', 'meme', 'vitamin', 'fjeyt', 'f', 'v', 'ywe', 'stynyrqrxjkoqk', 'wnxeznjwpump']",positive,1,good(5.0)
"['siet', 'iyo', 'nih', 'bitcoin', 'imerudi']",negative,-1,
['btc'],negative,-1,
"['paul', 'human', 'trafficking', 'itapanda', 'kama', 'rates', 'bitcoin']",negative,-1,
"['anyway', 'siapa', 'nak', 'beli', 'bitcoin', 'hardware', 'wallet', 'nih', 'roger', 'green', 'color', 'stock', 'left', 'black', 'color', 'stock', 'left', 'beli', 'direct', 'supplier', 'kena', 'tunggu', 'minggu', 'harga', 'shipping', 'us', 'rm', 'nih', 'nak', 'tolak', 'harga', 'rm']",positive,1,"siapa(1.0), beli(2.0), beli(2.0), kena(-3.0), tunggu(1.0), harga(3.0), tolak(-4.0), harga(3.0)"
"['selamat', 'pagi', 'pagi', 'rpl', 'alami', 'naik', 'ikut', 'mkr', 'naik', 'jam', 'aset', 'kripto', 'nih', 'beli']",positive,1,"selamat(5.0), pagi(1.0), pagi(1.0), alami(-3.0), naik(1.0), ikut(-3.0), naik(1.0), beli(2.0)"
"['bitcoin', 'hardware', 'wallet', 'hantar', 'habibti', 'fungsi', 'akaun', 'bank', 'rsb', 'jr', 'nama', 'benar', 'umar', 'h', 'orange', 'pilled', 'rsb', 'jr', 'awal', 'usia', 'duit', 'hasil', 'sumbang', 'keluarga', 'amp', 'sahabat', 'handai', 'tempoh', 'rsb', 'jr', 'sebahagiannya']",positive,1,"benar(2.0), awal(2.0), hasil(3.0), sumbang(-4.0), keluarga(4.0), sahabat(4.0), handai(3.0), tempoh(3.0)"
"['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']",positive,1,"umum(1.0), umum(1.0), harga(3.0), yuk(4.0), cek(-4.0)"
"['drop', 'altcoin', 'kuat', 'mantap', 'banget']",positive,1,"drop(-3.0), kuat(2.0), mantap(5.0), banget(1.0)"
"['inyama', 'mu', 'kur', 'cndd', 'fdd', 'zigiye', 'kumera', 'nka', 'bitcoin']",negative,-1,
"['teknologi', 'blockchain', 'milik', 'batas', 'biaya', 'transaksi', 'mati', 'lampu', 'lambat', 'mahal']",positive,1,"milik(1.0), batas(-3.0), transaksi(4.0), mati(4.0), lampu(4.0), lambat(1.0), mahal(1.0)"
"['yi', 'asarar', 'ku', 'dala', 'dubu', 'cinikin', 'long', 'nya', 'lokacin', 'dah', 'farashin', 'ya', 'kai', 'tushe', 'binance', 'rekt']",positive,1,"dah(-3.0), ya(4.0)"
"['bitcoin', 'imefika', 'ngapi', 'sahi']",negative,-1,
"['wasu', 'manyan', 'yan', 'crypto', 'sun', 'siya', 'daka', 'nya', 'kimanin', 'dala', 'milyan', 'tushe', 'arkham', 'data']",negative,-1,"sun(-3.0), data(-3.0)"
"['platform', 'crypto', 'tarik', 'perhati', 'luncur', 'sedia', 'mudah', 'luncur', 'meme', 'coin', 'baca', 'lengkap']",positive,1,"tarik(2.0), sedia(2.0), mudah(4.0), baca(3.0), lengkap(2.0)"
"['akwai', 'yiwuwar', 'michael', 'saylor', 'mamallakin', 'kamfanin', 'microstrategy', 'ya', 'siya', 'nya', 'kimanin', 'dala', 'bilyan', 'b', 'signal', 'kyauta', 'tushe', 'vivek']",positive,1,ya(4.0)
"['altseason', 'investor', 'crypto', 'paham', 'inflow', 'uang', 'bitcoin', 'altcoin', 'pecah', 'narasi', 'memecoin', 'defi', 'rwa', 'banget', 'pintar', 'cari', 'peluang', 'narasi', 'altcoin']",negative,-1,"narasi(-4.0), banget(1.0), cari(-3.0), narasi(-4.0)"
"['forbes', 'majalah', 'muka', 'dunia', 'jaring', 'sebut', 'aset', 'digital', 'global', 'network', 'klaim', 'atas', 'salah', 'tantang', 'besar', 'cryptocurrency', 'aksesibilitas', 'tambang', 'bitcoin', 'perangkat', 'keras']",negative,-1,"dunia(1.0), jaring(3.0), atas(-4.0), salah(-4.0), tantang(-4.0), besar(4.0)"
"['yahagagaga', 'hahakahshsbdb', 'xbfbbx', 'dbx', 'kali', 'xnxbxkfbxjdkdbnxnxnx', 'nxnxbxjdjdjdjdjjdidbdndjjdbxhjeisjwosnxjfhdkksnxbdndjfjf']",negative,-1,
"['tonmemelandia', 'tonfish', 'tg', 'tryton', 'ton', 'redotoken', 'toncatonton', 'notduckcoin', 'airinabolgur', 'sadmeowmp', 'si', 'meone', 'lu', 'know', 'poveldurev', 'kakaxa', 'ton', 'gm', 'memelandia']",negative,-1,
"['johhnygudhel', 'crypto', 'decentralized', 'amp', 'bebas', 'kontrol', 'tuju', 'satoshi', 'nakamoto', 'bitcoin', 'transaksi', 'tiga', 'cth', 'bank', 'antara', 'moga', 'puas', 'jawab', 'om']",positive,1,"bebas(-4.0), tuju(3.0), transaksi(4.0), moga(1.0), puas(3.0), jawab(3.0)"
"['harga', 'bitcoin', 'tajam', 'market', 'cornering', 'microstrategy', 'rencana', 'howard', 'lutnick', 'angkat', 'menteri', 'dagang', 'kabinet', 'trump', 'ii', 'howard', 'lutnick', 'ceo', 'cantor', 'fitzgerald', 'salah', 'pegang', 'saham', 'usdt']",positive,1,"harga(3.0), tajam(4.0), rencana(2.0), angkat(3.0), kabinet(-3.0), salah(-4.0), pegang(-2.0)"
['send'],negative,-1,
"['bodoh', 'bodoh', 'bodoh', 'nasib', 'bodoh', 'bodoh', 'bodoh', 'nasib', 'bodoh', 'bodoh', 'bodoh', 'nasib', 'bitcoin', 'today', 'rm']",negative,-1,
"['november', 'dm', 'dar', 'untung', 'ajar', 'hasil', 'proof', 'worknya']",positive,1,"untung(3.0), ajar(1.0), hasil(3.0)"
"['untung', 'saylor', 'hodl', 'bitcoin', 'bunga', 'saylor', 'pinjam', 'liquidity', 'bitcoinnya', 'bunga', 'bunga', 'cadev', 'negara']",positive,1,"untung(3.0), bunga(3.0), bunga(3.0), bunga(3.0)"
"['selamat', 'pagi', 'pagi', 'sand', 'alami', 'naik', 'ikut', 'naik', 'jam', 'aset', 'kripto', 'nih', 'beli']",positive,1,"selamat(5.0), pagi(1.0), pagi(1.0), alami(-3.0), naik(1.0), ikut(-3.0), naik(1.0), beli(2.0)"
"['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin']",positive,1,"umum(1.0), umum(1.0), harga(3.0), yuk(4.0), cek(-4.0)"
"['tangu', 'mwaka', 'huwezi', 'kuzungumzia', 'bitcoin', 'kumtanja', 'rais', 'wa', 'el', 'salvador', 'si', 'especially', 'sasa', 'hivi', 'btc', 'ikiwa', 'nayib', 'bukele', 'nih', 'nan', 'kwa', 'nini', 'aliamua', 'kununua', 'bitcoin', 'open', 'thread']",negative,-1,"rais(3.0), el(-3.0), open(-3.0)"
"['entered', 'trending', 'baronseus', 'terminalius', 'maximus', 'liq', 'mc']",negative,-1,
"['mes', 'ponke', 'bitcoin', 'mog', 'kekec', 'pepecoin']",negative,-1,
"['benings', 'tj', 'marak', 'mbak', 'moduser', 'fb', 'pindah', 'mari', 'banget', 'polow', 'polbek', 'fb', 'friend', 'connect', 'nge', 'dm', 'wa', 'wa', 'mulu', 'ajak', 'obrol', 'ujung', 'nya', 'jual', 'bitcoin', 'investasi', 'ajak', 'vcs']",positive,1,"pindah(1.0), mari(4.0), banget(1.0), mulu(2.0), ajak(1.0), ujung(-3.0), jual(1.0), ajak(1.0)"
"['kookcapitalllc', 'gang', 'gang', 'bro']",negative,-1,"gang(-4.0), gang(-4.0)"
"['orang', 'pintar', 'nila', 'bajar', 'bitcoin', 'emas', 'digital', 'aset', 'lebih', 'emas', 'berlian', 'harta', 'karun']",positive,1,"nila(2.0), lebih(1.0)"
"['waye', 'ya', 'fada', 'dai', 'dai', 'san', 'nan', 'zai', 'faru', 'dah', 'duba', 'dah', 'chart', 'pattern', 'h', 'timeframe']",negative,-1,"ya(4.0), dah(-3.0), dah(-3.0)"
"['n', 'chste', 'halvings', 'amp', 'block', 'belohnung', 'genesis', 'btc', 'btc', 'btc', 'btc', 'btc', 'btc', 'btc', 'btc', 'btc', 'btc']",negative,-1,block(-4.0)
"['bol', 'elonlu', 'sabahlar']",negative,-1,
"['joana', 'cotar', 'anggota', 'parlemen', 'jerman', 'us', 'beli', 'cadang', 'strategis', 'negara', 'eropa', 'fomo', 'game', 'theory', 'laku']",negative,-1,"anggota(-3.0), parlemen(-3.0), beli(2.0), cadang(2.0), game(2.0)"
"['ingat', 'berani', 'jamin', 'dukun', 'percaya', 'crypto', 'gaserumit']",negative,-1,"ingat(2.0), jamin(-5.0), dukun(-3.0), percaya(2.0)"
"['quiz', 'tebak', 'harga', 'bitcoin', 'weekly', 'close', 'besok', 'angka', 'dekat', 'menang', 'reward', 'gopay', 'gue', 'kali', 'follow', 'andricuanterus', 'amp', 'retweet', 'postingan']",positive,1,"tebak(3.0), harga(3.0), close(-2.0), dekat(1.0), menang(4.0)"
"['gm', 'quick', 'one', 'sabtu', 'selow', 'minggu', 'selow', 'fomo', 'bitcoin', 'pasti', 'cerita', 'screenshotan', 'non', 'subs', 'moga', 'trada']",positive,1,"pasti(3.0), cerita(2.0), moga(1.0)"
"['michael', 'saylor', 'mamalkin', 'kamfanin', 'microstrategy', 'yayi', 'hasashen', 'farashin', 'zai', 'kai', 'dala', 'milyan', 'duk', 'guda', 'daya', 'nan', 'dah', 'shekarar', 'zakuce', 'dangane', 'dah', 'wan', 'nan', 'tushe', 'labaran', 'cnbc']",negative,-1,"dah(-3.0), dah(-3.0), wan(-4.0)"
"['bitcoin', 'solana', 'bonk', 'b', 'market', 'cap']",negative,-1,
['pacman'],negative,-1,
"['hoteliercrypto', 'bosan', 'nyangkut']",negative,-1,
"['encek', 'uang', 'mudah', 'cari', 'tinggal', 'review', 'bintang', 'langsung', 'cicil', 'bitcoin', 'terima kasih', 'timothyronald']",positive,1,"mudah(4.0), cari(-3.0), tinggal(1.0), langsung(3.0), terima kasih(5.0)"
"['giveaway', 'time', 'menang', 'tebak', 'mententuh', 'tulis', 'kolom', 'komentar', 'tunjuk', 'tanggal', 'jam', 'menit', 'contoh', 'november', 'jam', 'wib']",positive,1,"menang(4.0), tebak(3.0), tanggal(-4.0)"
"['gm', 'friday', 'pamer', 'porto', 'pribadi', 'pamer', 'porto', 'negara', 'wen', 'ya', 'indonesia', 'kayak', 'btw', 'bitcoin', 'nih', 'porto', 'btc']",negative,-1,"pamer(-3.0), pamer(-3.0), ya(4.0), kayak(-3.0)"
"['umum', 'umum', 'harga', 'bitcoin', 'rp', 'miliar', 'loh', 'yuk', 'cek', 'gera', 'bitcoin', 'btc']",positive,1,"umum(1.0), umum(1.0), harga(3.0), yuk(4.0), cek(-4.0)"
"['artikel', 'minggu', 'judul', 'altcoin', 'minggu', 'heboh', 'tren', 'bitcoin', 'minggu', 'prediksi', 'bitcoin', 'koreksi', 'koreksi', 'turun', 'sila', 'baca', 'cocoklogi', 'versi', 'gratis', 'ya']",positive,1,"artikel(-4.0), judul(2.0), heboh(1.0), tren(-2.0), prediksi(3.0), turun(1.0), sila(1.0), baca(3.0), gratis(4.0), ya(4.0)"
"['bitcoin', 'harga', 'mantan']",negative,-1,"harga(3.0), mantan(-3.0)"
"['minggu', 'berita', 'sentimen', 'positif', 'bitcoin', 'konspirasi', 'sengaja', 'orkestrasi', 'manipulasi', 'ya', 'berita', 'adil', 'cina', 'microstrategy', 'borong', 'btc', 'microsoft', 'beli', 'btc']",positive,1,"berita(-4.0), sentimen(-3.0), positif(4.0), konspirasi(4.0), sengaja(-2.0), ya(4.0), berita(-4.0), adil(4.0), borong(2.0), beli(2.0)"
"['sempat', 'beli', 'bitcoin']",positive,1,beli(2.0)
"['theog', 'general', 'binance', 'coinbase', 'hollup', 'bro']",negative,-1,
"['entry', 'sl', 'r']",negative,-1,
"['bitcoin', 'hit', 'absen', 'hold', 'guys']",negative,-1,"absen(-3.0), guys(1.0)"
"['bitcat', 'celebrating', 'bitcoin']",negative,-1,
"['ashcryptoreal', 'bitcat', 'bitcoin', 'si', 'mascot', 'designed', 'bitcoin', 'bdg', 'iwnah', 'qa', 'rrqwwzmtedqv', 'fv', 'szyhfnpump']",negative,-1,
"['gecek', 'nesillerin', 'umududur']",negative,-1,
"['cryptowizardd', 'btcact', 'bitcoin', 'act', 'kali', 'cc', 'e', 'db', 'f', 'f', 'ca', 'db', 'b', 'ba', 'solid', 'community']",negative,-1,
"['niner', 'basednetpanda', 'gizmoimaginary', 'billydollarcat', 'pupstoken', 'gang', 'gang', 'bro']",negative,-1,"gang(-4.0), gang(-4.0)"
"['kecewa', 'major', 'ngerjain', 'airdrop', 'defi', 'bitcoin', 'early', 'nih', 'airdrop', 'portal', 'funding', 'juta', 'gratis', 'gasken', 'instal', 'extensi', 'portal', 'dex', 'buka', 'extensi', 'klik', 'create', 'wallet', 'atur', 'password', 'simpan', 'kode']",positive,1,"ngerjain(-2.0), juta(2.0), gratis(4.0), buka(3.0), atur(4.0), simpan(-3.0), kode(-3.0)"
"['perintah', 'jerman', 'jual', 'harga', 'juli', 'bitcoinnya', 'b', 'definisi']",positive,1,"jual(1.0), harga(3.0), definisi(3.0)"
"['bitcoin', 'aset', 'crypto', 'legal', 'china', 'adopsi', 'indonesia']",negative,-1,
"['kabar', 'ya', 'jerman', 'jual', 'bitcoin', 'wkwkkw']",positive,1,"kabar(2.0), ya(4.0), jual(1.0)"
"['bitcoin', 'lamborghini']",negative,-1,
"['fkn', 'bitcoin']",negative,-1,
